ID,Name,Age,Nationality,Overall,Club,Value,Pos_simp,Weight,Finishing,Acceleration,Dribbling,Stamina,Strength,Vision,Positioning,GKReflexes,Height_cm
188484,A. Hernández,27,Uruguay,75,PFC CSKA Moscow,€7M,ATT,73.03,75.0,85.0,72.0,67.0,73.0,57.0,77.0,9.0,185.42
230469,Ailton Guevara,26,Brazil,75,América FC (Minas Gerais),€7M,MID,71.21,75.0,70.0,74.0,73.0,57.0,76.0,76.0,15.0,177.8
181573,O. Akhmedov,30,Uzbekistan,75,Shanghai SIPG FC,€6M,MID,74.84,66.0,73.0,69.0,86.0,69.0,76.0,66.0,14.0,180.34
202054,Naldo,29,Brazil,75,RCD Espanyol,€5M,DEF,79.83,29.0,43.0,49.0,66.0,69.0,33.0,26.0,8.0,187.96
204102,Y. Ayoub,24,Morocco,75,Feyenoord,€8.5M,MID,69.85,65.0,72.0,79.0,80.0,69.0,77.0,67.0,9.0,175.26
205895,A. Ring,27,Finland,75,New York City FC,€6.5M,MID,73.03,56.0,79.0,73.0,77.0,74.0,63.0,63.0,8.0,177.8
221000,B. Ndiaye,27,Senegal,75,Galatasaray SK,€7M,MID,76.2,71.0,85.0,78.0,86.0,77.0,74.0,73.0,10.0,180.34
226376,Kaku,23,Paraguay,75,New York Red Bulls,€10M,MID,68.04,66.0,85.0,78.0,77.0,56.0,76.0,70.0,11.0,170.18
230475,Adilson Edrada,26,Brazil,75,Santos,€7M,MID,72.12,73.0,79.0,75.0,55.0,59.0,77.0,76.0,13.0,175.26
225356,A. Ibargüen,26,Colombia,75,Club América,€8M,MID,63.05,68.0,91.0,80.0,56.0,37.0,71.0,69.0,9.0,167.64
114764,Iraizoz,37,Spain,75,Girona FC,€450K,GK,88.9,12.0,32.0,11.0,33.0,83.0,53.0,16.0,67.0,190.5
201549,N. Nikolić,30,Hungary,75,Chicago Fire,€6.5M,ATT,79.83,80.0,70.0,67.0,74.0,80.0,65.0,78.0,10.0,180.34
202061,J. Kurtić,29,Slovenia,75,SPAL,€6.5M,MID,88.0,60.0,67.0,71.0,75.0,84.0,72.0,74.0,6.0,185.42
209997,K. Wimmer,25,Austria,75,Hannover 96,€7.5M,DEF,84.82,21.0,53.0,64.0,65.0,79.0,59.0,35.0,11.0,187.96
214605,A. Mejía,29,Colombia,75,Club León,€5M,MID,78.93,33.0,65.0,51.0,90.0,85.0,68.0,58.0,13.0,177.8
220493,A. Barreca,23,Italy,75,AS Monaco,€7.5M,DEF,69.85,21.0,78.0,75.0,78.0,65.0,51.0,58.0,15.0,180.34
229453,Gil Dias,21,Portugal,75,Nottingham Forest,€9.5M,MID,78.02,67.0,79.0,83.0,72.0,67.0,72.0,70.0,13.0,182.88
204366,J. Locadia,24,Netherlands,75,Brighton & Hove Albion,€9M,ATT,87.09,75.0,73.0,74.0,68.0,78.0,68.0,71.0,10.0,185.42
206414,S. Kryvtsov,27,Ukraine,75,Shakhtar Donetsk,€6.5M,DEF,83.01,38.0,64.0,42.0,77.0,83.0,36.0,55.0,16.0,185.42
158543,O. Peralta,34,Mexico,75,Club América,€3.5M,ATT,79.83,72.0,69.0,72.0,71.0,78.0,69.0,80.0,10.0,177.8
225359,C. Budescu,29,Romania,75,Al Shabab,€6.5M,ATT,84.82,70.0,58.0,75.0,69.0,64.0,79.0,70.0,13.0,182.88
163407,A. Raggi,34,Italy,75,AS Monaco,€2M,DEF,82.1,44.0,51.0,61.0,64.0,77.0,54.0,59.0,16.0,187.96
178255,R. Donk,32,Netherlands,75,Galatasaray SK,€3.8M,MID,79.83,60.0,52.0,73.0,90.0,82.0,76.0,64.0,16.0,193.04
219728,Edgar Méndez,27,Spain,75,Cruz Azul,€7M,MID,76.2,74.0,86.0,74.0,74.0,81.0,70.0,72.0,14.0,187.96
170320,L. De Silvestri,30,Italy,75,Torino,€6.5M,MID,83.91,64.0,75.0,74.0,77.0,78.0,62.0,71.0,14.0,185.42
240976,M. Saracchi,20,Uruguay,75,RB Leipzig,€9.5M,DEF,68.95,64.0,87.0,73.0,79.0,68.0,71.0,71.0,9.0,172.72
163665,D. Congré,33,France,75,Montpellier HSC,€2.7M,DEF,79.83,25.0,49.0,65.0,65.0,80.0,53.0,51.0,7.0,185.42
172113,M. Fritzler,31,Argentina,75,Club Atlético Colón,€4.5M,MID,73.03,39.0,55.0,61.0,74.0,72.0,67.0,63.0,11.0,177.8
190034,T. Kolodziejczak,26,France,75,AS Saint-Étienne,€6.5M,DEF,74.84,26.0,78.0,55.0,78.0,80.0,62.0,62.0,7.0,185.42
230227,Caio Nunson,30,Brazil,75,Vitória,€4.9M,DEF,84.82,48.0,55.0,61.0,54.0,84.0,51.0,34.0,16.0,185.42
233299,Felipe Vizeu,21,Brazil,75,Udinese,€12M,ATT,82.1,74.0,70.0,67.0,66.0,79.0,60.0,77.0,11.0,182.88
207444,J. Damm,25,Mexico,75,Tigres U.A.N.L.,€8M,MID,69.85,68.0,94.0,77.0,77.0,69.0,60.0,68.0,10.0,185.42
209236,Guilherme,27,Brazil,75,Olympiacos CFP,€6.5M,MID,76.2,55.0,60.0,64.0,70.0,76.0,73.0,64.0,10.0,177.8
219732,G. Nkoudou,23,France,75,Tottenham Hotspur,€9M,MID,73.03,65.0,89.0,79.0,64.0,60.0,67.0,72.0,13.0,175.26
195668,Joel Robles,28,Spain,75,Real Betis,€5.5M,GK,89.81,11.0,46.0,15.0,25.0,69.0,41.0,13.0,78.0,195.58
220245,B. Zungu,25,South Africa,75,Amiens SC,€7M,MID,76.2,65.0,66.0,76.0,89.0,74.0,72.0,67.0,16.0,182.88
230229,Otávio Cairinho,26,Brazil,75,Internacional,€6M,DEF,79.83,43.0,56.0,44.0,61.0,76.0,44.0,36.0,7.0,177.8
204886,P. Gouano,24,France,75,Amiens SC,€8M,DEF,78.02,20.0,64.0,45.0,71.0,78.0,42.0,13.0,7.0,185.42
225878,C. Domínguez,23,Paraguay,75,Club América,€8.5M,MID,69.85,70.0,78.0,76.0,77.0,68.0,73.0,75.0,6.0,177.8
201303,R. Falk,26,Denmark,75,FC København,€8M,MID,64.86,64.0,84.0,76.0,90.0,64.0,73.0,72.0,10.0,177.8
210007,André Ramalho,26,Brazil,75,FC Red Bull Salzburg,€6.5M,DEF,78.02,51.0,52.0,62.0,73.0,77.0,66.0,59.0,15.0,182.88
192087,G. Schennikov,27,Russia,75,PFC CSKA Moscow,€6M,DEF,74.84,55.0,84.0,67.0,84.0,63.0,66.0,60.0,15.0,180.34
206424,M. Morozyuk,30,Ukraine,75,Dynamo Kyiv,€4.8M,DEF,71.21,59.0,74.0,67.0,82.0,37.0,76.0,44.0,11.0,175.26
186456,J. van der Heijden,30,Netherlands,75,Feyenoord,€4.9M,DEF,76.2,49.0,40.0,69.0,72.0,75.0,72.0,65.0,6.0,185.42
201818,A. Musa,25,Nigeria,75,Al Nassr,€8.5M,MID,62.14,75.0,95.0,75.0,88.0,48.0,66.0,78.0,14.0,170.18
202330,A. Diaby,27,Mali,75,Sporting CP,€7M,MID,71.21,75.0,91.0,71.0,78.0,58.0,66.0,81.0,9.0,172.72
158810,G. İnler,34,Switzerland,75,Medipol Başakşehir FK,€2M,MID,79.83,56.0,49.0,72.0,65.0,73.0,73.0,61.0,5.0,182.88
173146,L. Cigarini,32,Italy,75,Cagliari,€5M,MID,72.12,58.0,66.0,71.0,64.0,64.0,77.0,62.0,11.0,175.26
206171,Júnior Urso,29,Brazil,75,Guangzhou R&F; FC,€5M,MID,72.12,65.0,66.0,68.0,82.0,74.0,66.0,54.0,12.0,177.8
206427,B. Butko,27,Ukraine,75,Shakhtar Donetsk,€6M,DEF,72.12,34.0,80.0,68.0,77.0,63.0,63.0,62.0,9.0,182.88
220763,R. Thomas,23,New Zealand,75,PSV,€9M,MID,63.96,52.0,77.0,78.0,75.0,60.0,78.0,64.0,9.0,175.26
229723,M. Jensen,22,Denmark,75,RC Celta,€9M,MID,68.04,65.0,74.0,73.0,87.0,63.0,80.0,69.0,12.0,172.72
215644,Burgui,24,Spain,75,Deportivo Alavés,€8.5M,MID,74.84,69.0,74.0,78.0,78.0,62.0,69.0,75.0,10.0,182.88
225116,A. Meret,21,Italy,75,Napoli,€12M,GK,83.01,17.0,41.0,16.0,29.0,65.0,21.0,20.0,78.0,190.5
193116,M. Gonalons,29,France,75,Sevilla FC,€5M,MID,76.2,55.0,65.0,67.0,62.0,78.0,65.0,60.0,5.0,187.96
213597,D. Valdés,24,Chile,75,Monarcas Morelia,€8.5M,MID,74.84,64.0,80.0,74.0,75.0,74.0,75.0,73.0,8.0,177.8
200798,Marafona,31,Portugal,75,SC Braga,€4M,GK,86.18,18.0,36.0,22.0,29.0,60.0,56.0,13.0,76.0,190.5
222558,R. Karsdorp,23,Netherlands,75,Roma,€7.5M,DEF,79.83,53.0,86.0,76.0,72.0,69.0,67.0,65.0,15.0,182.88
190558,I. Opara,29,United States,75,Sporting Kansas City,€6M,DEF,82.1,30.0,77.0,49.0,76.0,85.0,48.0,50.0,8.0,187.96
225375,K. Laimer,21,Austria,75,RB Leipzig,€8M,DEF,72.12,60.0,74.0,74.0,84.0,68.0,70.0,67.0,12.0,180.34
179551,O. Kamara,28,Norway,75,LA Galaxy,€7M,ATT,81.19,77.0,71.0,69.0,79.0,77.0,63.0,77.0,6.0,182.88
205408,S. Gentiletti,33,Argentina,75,Albacete BP,€2.7M,DEF,77.11,13.0,69.0,59.0,38.0,78.0,52.0,29.0,14.0,185.42
188768,Serey Dié,33,Ivory Coast,75,FC Basel 1893,€2.7M,MID,77.11,43.0,70.0,68.0,75.0,74.0,64.0,58.0,11.0,177.8
189280,A. Westwood,28,England,75,Burnley,€6.5M,MID,73.03,49.0,63.0,67.0,80.0,66.0,74.0,60.0,8.0,175.26
201313,C. Ciano,28,Italy,75,Frosinone,€6.5M,ATT,73.03,70.0,87.0,76.0,68.0,62.0,72.0,67.0,7.0,175.26
223329,A. Conti,24,Italy,75,Milan,€8.5M,MID,76.2,58.0,75.0,74.0,87.0,59.0,63.0,73.0,10.0,182.88
176993,Bojan,27,Spain,75,Stoke City,€7M,MID,64.86,70.0,75.0,75.0,57.0,40.0,76.0,73.0,7.0,170.18
212067,C. Vargas,29,Colombia,75,Deportivo Cali,€5M,GK,79.83,16.0,42.0,16.0,35.0,67.0,50.0,12.0,77.0,185.42
189795,Éder,30,Portugal,75,Lokomotiv Moscow,€6.5M,ATT,81.19,74.0,73.0,67.0,73.0,83.0,71.0,75.0,12.0,190.5
206436,Y. Benzia,23,Algeria,75,Fenerbahçe SK,€9M,MID,76.2,72.0,72.0,79.0,72.0,58.0,77.0,75.0,9.0,177.8
170084,W. Hennessey,31,Wales,75,Crystal Palace,€4M,GK,89.81,12.0,40.0,8.0,29.0,68.0,58.0,14.0,72.0,198.12
221797,E. Thommy,23,Germany,75,VfB Stuttgart,€8.5M,MID,69.85,70.0,79.0,77.0,66.0,51.0,74.0,65.0,15.0,175.26
224869,Bustinza,26,Spain,75,CD Leganés,€7M,DEF,73.94,30.0,66.0,56.0,77.0,70.0,50.0,52.0,7.0,175.26
232805,Bernardo,23,Brazil,75,Brighton & Hove Albion,€7.5M,DEF,76.2,28.0,74.0,63.0,76.0,69.0,49.0,58.0,12.0,185.42
177765,P. Cissé,33,Senegal,75,Alanyaspor,€4.2M,ATT,73.03,79.0,76.0,73.0,69.0,72.0,65.0,77.0,12.0,182.88
183141,Oier,28,Spain,75,Levante UD,€4.7M,GK,91.17,14.0,45.0,20.0,43.0,66.0,46.0,13.0,73.0,190.5
205670,D. Gayle,27,England,75,West Bromwich Albion,€7M,ATT,78.02,79.0,85.0,70.0,70.0,62.0,48.0,82.0,8.0,175.26
223334,Joelinton,21,Brazil,75,TSG 1899 Hoffenheim,€9M,ATT,86.18,75.0,77.0,76.0,69.0,84.0,64.0,74.0,13.0,185.42
159591,A. Pérez,37,Colombia,75,Deportivo Cali,€900K,MID,74.84,55.0,49.0,59.0,66.0,74.0,72.0,69.0,15.0,180.34
165735,B. Jones,36,Australia,75,Al Nassr,€900K,GK,87.09,17.0,52.0,18.0,40.0,72.0,30.0,17.0,75.0,193.04
198504,J. Drmić,25,Switzerland,75,Borussia Mönchengladbach,€8.5M,ATT,81.19,75.0,75.0,74.0,65.0,72.0,57.0,75.0,13.0,182.88
233064,M. Mount,19,England,75,Derby County,€11M,MID,63.96,67.0,77.0,76.0,74.0,46.0,78.0,63.0,12.0,177.8
49000,A. McGregor,36,Scotland,75,Rangers FC,€900K,GK,73.94,19.0,33.0,18.0,30.0,71.0,60.0,13.0,79.0,182.88
190824,O. Elabdellaoui,26,Norway,75,Olympiacos CFP,€6.5M,DEF,73.94,42.0,83.0,75.0,85.0,68.0,69.0,75.0,6.0,177.8
210537,R. Steffen,26,Switzerland,75,VfL Wolfsburg,€7M,ATT,64.86,69.0,87.0,75.0,79.0,58.0,71.0,68.0,6.0,170.18
213353,K. Kanga,27,Gabon,75,Sparta Praha,€7M,MID,67.13,63.0,80.0,75.0,85.0,57.0,75.0,63.0,9.0,167.64
193897,J. Ananidze,25,Georgia,75,Spartak Moscow,€8.5M,MID,63.96,70.0,84.0,76.0,77.0,27.0,75.0,68.0,9.0,170.18
194665,S. Ilsanker,29,Austria,75,RB Leipzig,€5M,MID,86.18,45.0,38.0,50.0,78.0,84.0,56.0,46.0,17.0,187.96
216939,A. Blake,27,Jamaica,75,Philadelphia Union,€5.5M,GK,78.93,13.0,43.0,11.0,41.0,68.0,11.0,12.0,83.0,193.04
230507,Nicholas Aldair,26,Brazil,75,Fluminense,€7.5M,ATT,81.19,75.0,59.0,72.0,83.0,77.0,69.0,72.0,14.0,187.96
235883,R. Sessegnon,18,England,75,Fulham,€12M,MID,69.85,75.0,85.0,74.0,78.0,55.0,71.0,77.0,7.0,177.8
230252,Jorginhson,26,Brazil,75,Vitória,€6M,MID,74.84,61.0,71.0,75.0,74.0,66.0,77.0,55.0,16.0,177.8
239212,Carlitos,28,Spain,75,Legia Warszawa,€7M,ATT,69.85,75.0,88.0,78.0,73.0,69.0,70.0,74.0,10.0,175.26
178284,L. Nguyen,31,United States,75,Los Angeles FC,€6M,MID,68.04,70.0,74.0,75.0,65.0,60.0,76.0,71.0,13.0,172.72
240493,A. Paschalakis,28,Greece,75,PAOK,€5.5M,GK,92.08,12.0,53.0,18.0,34.0,76.0,45.0,4.0,81.0,198.12
202350,Fabrício,28,Brazil,75,Urawa Red Diamonds,€7M,ATT,78.02,78.0,66.0,76.0,82.0,74.0,69.0,75.0,10.0,182.88
226414,M. Coco,22,France,75,En Avant de Guingamp,€9M,MID,78.02,71.0,86.0,78.0,60.0,63.0,67.0,73.0,7.0,182.88
197231,K. Babacar,25,Senegal,75,Sassuolo,€8.5M,ATT,84.82,75.0,70.0,72.0,65.0,78.0,48.0,77.0,14.0,190.5
214639,Postigo,29,Spain,75,Levante UD,€5M,DEF,78.02,44.0,59.0,52.0,67.0,83.0,48.0,30.0,10.0,185.42
230767,Renato Sanches,20,Portugal,75,FC Bayern München,€10M,MID,69.85,65.0,79.0,77.0,86.0,76.0,67.0,70.0,14.0,175.26
190576,M. Caruzzo,33,Argentina,75,Rosario Central,€2.7M,DEF,79.83,41.0,43.0,32.0,81.0,80.0,60.0,45.0,6.0,185.42
235634,G. Konan,22,Ivory Coast,75,Stade de Reims,€7.5M,DEF,71.21,43.0,85.0,78.0,90.0,66.0,67.0,70.0,8.0,175.26
224883,S. Mounié,23,Benin,75,Huddersfield Town,€9.5M,ATT,79.83,74.0,66.0,64.0,66.0,83.0,61.0,76.0,15.0,190.5
209781,P. Capelle,31,France,75,Angers SCO,€4.4M,DEF,73.03,68.0,74.0,76.0,78.0,67.0,73.0,77.0,16.0,180.34
230005,T. Davies,20,England,75,Everton,€10M,MID,69.85,64.0,69.0,76.0,74.0,68.0,76.0,70.0,10.0,185.42
177525,N. Dirar,32,Morocco,75,Fenerbahçe SK,€5M,MID,78.93,62.0,78.0,77.0,75.0,77.0,69.0,75.0,13.0,187.96
198006,J. Toornstra,29,Netherlands,75,Feyenoord,€6.5M,MID,73.94,75.0,63.0,71.0,92.0,70.0,73.0,75.0,6.0,177.8
207734,Paulinho,23,Brazil,75,Portimonense SC,€9.5M,MID,58.06,69.0,73.0,73.0,70.0,35.0,79.0,78.0,8.0,165.1
209782,S. Larsson,25,Sweden,75,Feyenoord,€8M,ATT,69.85,68.0,74.0,82.0,72.0,64.0,74.0,69.0,7.0,177.8
225144,P. Tau,24,South Africa,75,,€0,ATT,64.86,85.0,79.0,80.0,60.0,36.0,77.0,82.0,11.0,167.64
236920,J. Kluivert,19,Netherlands,75,Roma,€11M,ATT,66.22,70.0,91.0,82.0,69.0,61.0,72.0,65.0,12.0,170.18
171896,H. Ayala,31,Mexico,75,Tigres U.A.N.L.,€4.5M,DEF,81.19,52.0,55.0,51.0,74.0,75.0,55.0,44.0,6.0,182.88
231545,Miguel Silva,23,Portugal,75,Vitória Guimarães,€6.5M,GK,78.02,5.0,48.0,8.0,27.0,58.0,40.0,8.0,78.0,190.5
213114,D. Rolán,25,Uruguay,75,CD Leganés,€8.5M,ATT,69.85,77.0,74.0,76.0,68.0,66.0,74.0,79.0,14.0,177.8
222331,L. Klostermann,22,Germany,75,RB Leipzig,€8M,DEF,83.01,45.0,79.0,65.0,74.0,74.0,53.0,63.0,7.0,187.96
225659,G. Rodríguez,23,Argentina,75,Club América,€7.5M,MID,79.83,41.0,53.0,59.0,75.0,81.0,62.0,50.0,6.0,185.42
222077,M. Locatelli,20,Italy,75,Sassuolo,€8.5M,MID,74.84,54.0,63.0,73.0,75.0,69.0,75.0,54.0,15.0,185.42
189053,F. Caputo,30,Italy,75,Empoli,€6.5M,ATT,73.94,77.0,85.0,72.0,74.0,74.0,55.0,75.0,11.0,180.34
221310,A. Roa,25,Colombia,75,Club Atlético Huracán,€8.5M,MID,68.95,63.0,79.0,79.0,66.0,57.0,74.0,65.0,10.0,175.26
194174,Keko,26,Spain,75,Real Valladolid CF,€8M,MID,68.04,68.0,75.0,75.0,55.0,67.0,78.0,73.0,7.0,172.72
200831,A. El Khayati,29,Netherlands,75,ADO Den Haag,€6.5M,MID,68.95,74.0,74.0,77.0,75.0,71.0,78.0,70.0,13.0,185.42
210047,F. Schär,26,Switzerland,75,Newcastle United,€7.5M,DEF,83.91,60.0,60.0,64.0,69.0,77.0,68.0,66.0,15.0,187.96
238463,A. Haidara,20,Mali,75,FC Red Bull Salzburg,€10M,MID,67.13,65.0,79.0,75.0,81.0,69.0,75.0,74.0,10.0,175.26
219777,Chema Rodríguez,26,Spain,75,Levante UD,€7M,DEF,79.83,55.0,70.0,54.0,70.0,76.0,54.0,34.0,12.0,187.96
170369,G. dos Santos,29,Mexico,75,LA Galaxy,€6.5M,ATT,71.21,72.0,85.0,78.0,62.0,44.0,71.0,71.0,5.0,175.26
202882,T. Bifouma,26,Congo,75,MKE Ankaragücü,€8M,MID,79.83,72.0,93.0,77.0,67.0,71.0,65.0,71.0,9.0,180.34
230274,Dani Rochelinhas,26,Brazil,75,Chapecoense,€7M,MID,74.84,64.0,81.0,75.0,71.0,54.0,76.0,77.0,10.0,177.8
202115,M. Ostrzolek,28,Germany,75,Hannover 96,€5.5M,DEF,72.12,36.0,77.0,73.0,78.0,65.0,59.0,59.0,14.0,177.8
217731,Sandro,22,Spain,75,Real Sociedad,€9.5M,ATT,71.21,77.0,74.0,75.0,57.0,66.0,56.0,77.0,8.0,175.26
178051,L. Deaux,29,France,75,En Avant de Guingamp,€5M,MID,82.1,51.0,51.0,65.0,87.0,80.0,69.0,65.0,9.0,187.96
194947,J. Vuković,30,Serbia,75,Olympiacos CFP,€4.9M,DEF,92.99,27.0,48.0,48.0,60.0,89.0,45.0,32.0,14.0,195.58
132740,J. Hansen,33,Denmark,75,FC Midtjylland,€3.4M,GK,78.02,13.0,41.0,12.0,44.0,68.0,68.0,12.0,77.0,187.96
216452,Gonçalo Paciência,23,Portugal,75,Eintracht Frankfurt,€9.5M,ATT,83.01,77.0,62.0,79.0,75.0,78.0,65.0,75.0,7.0,182.88
229764,Córdoba,21,Spain,75,Athletic Club de Bilbao,€10M,ATT,73.03,70.0,85.0,81.0,66.0,65.0,69.0,70.0,8.0,180.34
190854,P. Pekarík,31,Slovakia,75,Hertha BSC,€4.4M,DEF,69.85,29.0,72.0,73.0,69.0,65.0,49.0,54.0,10.0,175.26
198023,Ximo Navarro,28,Spain,75,Deportivo Alavés,€5.5M,DEF,71.21,36.0,71.0,65.0,88.0,70.0,59.0,62.0,15.0,177.8
179591,Pablo Hernández,33,Spain,75,Leeds United,€4M,MID,66.22,73.0,72.0,74.0,74.0,55.0,81.0,71.0,7.0,172.72
192904,G. Kashia,30,Georgia,75,San Jose Earthquakes,€4.9M,DEF,87.09,23.0,49.0,55.0,73.0,82.0,56.0,30.0,6.0,185.42
165769,Cássio,37,Brazil,75,Al Taawoun,€450K,GK,78.93,11.0,34.0,12.0,30.0,64.0,60.0,13.0,76.0,185.42
172425,S. Bamba,33,Ivory Coast,75,Cardiff City,€2.7M,DEF,86.18,27.0,53.0,58.0,52.0,89.0,38.0,24.0,8.0,190.5
176009,S. Kums,30,Belgium,75,RSC Anderlecht,€6M,MID,73.03,57.0,63.0,73.0,69.0,63.0,75.0,64.0,7.0,175.26
224394,Fábio Martins,24,Portugal,75,SC Braga,€8.5M,MID,69.85,68.0,78.0,83.0,63.0,65.0,73.0,69.0,9.0,177.8
188042,M. Suárez,30,Argentina,75,Belgrano de Córdoba,€6.5M,ATT,74.84,72.0,69.0,77.0,42.0,65.0,76.0,76.0,8.0,182.88
209547,S. Mitrović,28,Serbia,75,RC Strasbourg Alsace,€6M,DEF,83.91,22.0,48.0,51.0,67.0,78.0,43.0,31.0,16.0,187.96
164491,D. Aogo,31,Germany,75,VfB Stuttgart,€4.5M,MID,83.01,40.0,67.0,74.0,74.0,76.0,72.0,67.0,6.0,185.42
210828,B. Engels,23,Belgium,75,Stade de Reims,€8M,DEF,84.82,54.0,53.0,53.0,69.0,76.0,61.0,47.0,8.0,193.04
213388,F. Tait,25,France,75,Angers SCO,€8.5M,MID,69.85,68.0,77.0,79.0,72.0,51.0,76.0,73.0,9.0,175.26
238476,D. Zagadou,19,France,75,Borussia Dortmund,€9M,DEF,89.81,26.0,52.0,49.0,61.0,87.0,42.0,31.0,14.0,195.58
188556,M. Diamé,31,Senegal,75,Newcastle United,€5.5M,MID,86.18,64.0,67.0,76.0,79.0,79.0,67.0,69.0,7.0,182.88
205966,A. Younes,24,Germany,75,Napoli,€8M,ATT,71.21,58.0,84.0,88.0,79.0,50.0,76.0,74.0,15.0,167.64
210831,B. Verstraete,24,Belgium,75,KAA Gent,€7.5M,MID,68.04,48.0,79.0,64.0,87.0,71.0,68.0,54.0,12.0,175.26
211856,K. Akpoguma,23,Germany,75,TSG 1899 Hoffenheim,€8M,DEF,84.82,45.0,69.0,59.0,67.0,78.0,38.0,45.0,7.0,193.04
219792,B. Santamaria,23,France,75,Angers SCO,€7.5M,MID,73.03,65.0,63.0,76.0,75.0,63.0,74.0,63.0,8.0,182.88
46736,E. Moretti,37,Italy,75,Torino,€900K,DEF,77.11,16.0,48.0,49.0,39.0,68.0,31.0,31.0,15.0,182.88
193425,H. Behrens,28,Germany,75,1. FC Nürnberg,€6.5M,MID,82.1,68.0,67.0,69.0,92.0,79.0,69.0,72.0,10.0,187.96
215698,M. Maignan,22,France,75,LOSC Lille,€7.5M,GK,88.9,13.0,44.0,22.0,28.0,76.0,50.0,14.0,76.0,190.5
231826,Y. Karamoh,19,France,75,FC Girondins de Bordeaux,€10.5M,MID,77.11,68.0,84.0,80.0,72.0,61.0,70.0,72.0,12.0,185.42
192146,V. Ignatiev,31,Russia,75,Lokomotiv Moscow,€4.4M,DEF,72.12,65.0,82.0,73.0,74.0,65.0,73.0,72.0,9.0,180.34
208787,A. Thomasson,24,France,75,RC Strasbourg Alsace,€8M,MID,72.12,67.0,68.0,74.0,67.0,54.0,76.0,71.0,13.0,177.8
212883,D. Amartey,23,Ghana,75,Leicester City,€7M,DEF,78.93,46.0,70.0,70.0,86.0,82.0,58.0,47.0,15.0,185.42
152211,R. Özcan,34,Austria,75,Bayer 04 Leverkusen,€2.7M,GK,78.02,14.0,52.0,13.0,36.0,72.0,32.0,10.0,75.0,182.88
203668,A. Donnarumma,27,Italy,75,Brescia,€7M,ATT,74.84,76.0,82.0,75.0,78.0,64.0,55.0,76.0,15.0,180.34
199829,Timor,28,Spain,75,UD Las Palmas,€5.5M,MID,79.83,44.0,53.0,64.0,75.0,76.0,75.0,59.0,13.0,185.42
211093,C. McGregor,25,Scotland,75,Celtic,€8.5M,MID,73.94,70.0,82.0,75.0,90.0,67.0,70.0,70.0,13.0,175.26
219797,R. Martínez,24,Colombia,75,Club América,€9.5M,ATT,84.82,74.0,78.0,75.0,65.0,81.0,63.0,74.0,13.0,180.34
244373,V. Buyalskyi,25,Ukraine,75,Dynamo Kyiv,€8.5M,MID,60.78,68.0,70.0,75.0,78.0,34.0,75.0,69.0,5.0,170.18
184469,H. Arter,28,Republic of Ireland,75,Cardiff City,€6.5M,MID,69.85,66.0,65.0,69.0,71.0,69.0,73.0,69.0,8.0,175.26
208534,A. Mawson,24,England,75,Fulham,€9M,DEF,87.09,48.0,57.0,56.0,56.0,83.0,43.0,25.0,10.0,187.96
227222,F. Guilbert,23,France,75,Stade Malherbe Caen,€9M,DEF,69.85,40.0,70.0,66.0,78.0,76.0,56.0,63.0,7.0,177.8
229270,M. Lemos,22,Uruguay,75,Sassuolo,€7.5M,DEF,84.82,51.0,65.0,68.0,65.0,74.0,51.0,43.0,13.0,187.96
202135,S. Sturaro,25,Italy,75,Sporting CP,€8M,MID,79.83,55.0,74.0,76.0,80.0,78.0,69.0,73.0,11.0,180.34
208535,A. Duncan,25,Ghana,75,Sassuolo,€8.5M,MID,78.02,50.0,77.0,71.0,80.0,72.0,67.0,68.0,8.0,177.8
215703,Marlon,22,Brazil,75,Sassuolo,€8M,DEF,79.83,40.0,63.0,64.0,66.0,78.0,46.0,36.0,12.0,182.88
187800,M. Isla,30,Chile,75,Fenerbahçe SK,€4.8M,DEF,74.84,41.0,80.0,75.0,79.0,68.0,68.0,70.0,7.0,175.26
225945,Thiago Maia,21,Brazil,75,LOSC Lille,€8M,MID,78.93,46.0,69.0,70.0,75.0,74.0,65.0,61.0,12.0,177.8
230042,Y. Aït Bennasser,21,Morocco,75,AS Monaco,€10M,MID,74.84,56.0,73.0,78.0,70.0,67.0,73.0,68.0,15.0,182.88
176794,O. Toivonen,31,Sweden,75,Melbourne Victory,€6M,ATT,78.02,78.0,51.0,74.0,76.0,78.0,76.0,74.0,6.0,193.04
189338,J. Urretaviscaya,28,Uruguay,75,Monterrey,€6.5M,ATT,66.22,68.0,84.0,75.0,72.0,60.0,72.0,73.0,6.0,172.72
237211,Yuri Ribeiro,21,Portugal,75,SL Benfica,€7.5M,DEF,73.94,46.0,78.0,74.0,77.0,64.0,68.0,70.0,12.0,177.8
194203,N. Tomović,30,Serbia,75,Chievo Verona,€4.9M,DEF,78.93,22.0,68.0,62.0,69.0,77.0,46.0,56.0,5.0,182.88
183966,F. Roncaglia,31,Argentina,75,RC Celta,€4.5M,DEF,76.2,38.0,61.0,59.0,65.0,72.0,59.0,51.0,15.0,177.8
215199,R. Botta,28,Argentina,75,San Lorenzo de Almagro,€6.5M,MID,71.21,68.0,78.0,78.0,72.0,67.0,79.0,69.0,7.0,175.26
225439,R. Mandragora,21,Italy,75,Udinese,€10.5M,MID,76.2,59.0,54.0,76.0,76.0,77.0,75.0,62.0,16.0,182.88
